,ts_code,name,count,exchange,list_date,type
1741,877028.TI,食物饮品,76.0,HK,20150101,I
1742,877029.TI,农业产品,23.0,HK,20150101,I
1743,877030.TI,消费者主要零售商,21.0,HK,20150101,I
1744,877031.TI,药品及生物科技,121.0,HK,20150101,I
1745,877032.TI,医疗保健设备和服务,74.0,HK,20150101,I
1746,877033.TI,电讯,15.0,HK,20150101,I
1747,877034.TI,公用事业,78.0,HK,20150101,I
1748,877035.TI,银行,40.0,HK,20150101,I
1749,877036.TI,保险,17.0,HK,20150101,I
1750,877037.TI,其他金融,174.0,HK,20150101,I
1751,877038.TI,地产,294.0,HK,20150101,I
1752,877039.TI,建筑,217.0,HK,20150101,I
1753,877040.TI,资讯科技器材,65.0,HK,20150101,I
1754,877041.TI,软件服务,152.0,HK,20150101,I
1755,877042.TI,半导体,16.0,HK,20150101,I
1756,877043.TI,综合企业,22.0,HK,20150101,I
1757,877044.TI,气油生产商,31.0,HK,20150101,I
1758,877045.TI,气油设备与服务,21.0,HK,20150101,I
1759,877046.TI,煤炭,25.0,HK,20150101,I
1760,877047.TI,黄金及贵金属,14.0,HK,20150101,I
1761,877048.TI,钢铁,24.0,HK,20150101,I
1762,877049.TI,铜,11.0,HK,20150101,I
1763,877050.TI,铝,6.0,HK,20150101,I
1764,877051.TI,其他金属及矿物,28.0,HK,20150101,I
1765,877052.TI,化肥及农用化合物,10.0,HK,20150101,I
1766,877053.TI,林业及木材,10.0,HK,20150101,I
1767,877054.TI,纸及纸制品,8.0,HK,20150101,I
1768,877055.TI,特殊化工用品,28.0,HK,20150101,I
1769,877056.TI,商业用车及货车,17.0,HK,20150101,I
1770,877057.TI,工业零件及器材,84.0,HK,20150101,I
1771,877058.TI,电子零件,11.0,HK,20150101,I
1772,877059.TI,环保工程,31.0,HK,20150101,I
1773,877060.TI,重机械,18.0,HK,20150101,I
1774,877061.TI,新能源物料,19.0,HK,20150101,I
1775,877062.TI,航空航天与国防,3.0,HK,20150101,I
1776,877063.TI,航运及港口,30.0,HK,20150101,I
1777,877064.TI,铁路及公路,14.0,HK,20150101,I
1778,877065.TI,航空货运及物流,23.0,HK,20150101,I
1779,877066.TI,采购及供应链管理,14.0,HK,20150101,I
1780,877067.TI,印刷及包装,37.0,HK,20150101,I
1781,877068.TI,汽车,13.0,HK,20150101,I
1782,877069.TI,汽车零件,25.0,HK,20150101,I
1783,877070.TI,家庭电器,16.0,HK,20150101,I
1784,877071.TI,消费电子产品,21.0,HK,20150101,I
1785,877072.TI,玩具及消闲用品,22.0,HK,20150101,I
1786,877073.TI,家具,34.0,HK,20150101,I
1787,877074.TI,纺织品及布料,25.0,HK,20150101,I
1788,877075.TI,服装,61.0,HK,20150101,I
1789,877076.TI,鞋类,10.0,HK,20150101,I
1790,877077.TI,珠宝钟表,13.0,HK,20150101,I
1791,877078.TI,其他服饰配件,20.0,HK,20150101,I
1792,877079.TI,公共运输,5.0,HK,20150101,I
1793,877080.TI,航空服务,8.0,HK,20150101,I
1794,877081.TI,赌场及博彩,22.0,HK,20150101,I
1795,877082.TI,酒店及度假村,29.0,HK,20150101,I
1796,877083.TI,旅游及观光,20.0,HK,20150101,I
1797,877084.TI,餐饮,49.0,HK,20150101,I
1798,877085.TI,消闲及文娱设施,9.0,HK,20150101,I
1799,877086.TI,广告及宣传,38.0,HK,20150101,I
1800,877087.TI,广播,8.0,HK,20150101,I
1801,877088.TI,影视娱乐,34.0,HK,20150101,I
1802,877089.TI,出版,15.0,HK,20150101,I
1803,877090.TI,教育,41.0,HK,20150101,I
1804,877091.TI,其他支援服务,40.0,HK,20150101,I
1805,877092.TI,汽车零售商,18.0,HK,20150101,I
1806,877093.TI,服装零售商,10.0,HK,20150101,I
1807,877094.TI,家居装修零售商,7.0,HK,20150101,I
1808,877095.TI,多元化零售商,14.0,HK,20150101,I
1809,877096.TI,其他零售商,25.0,HK,20150101,I
1810,877097.TI,包装食品,27.0,HK,20150101,I
1811,877098.TI,乳制品,10.0,HK,20150101,I
1812,877099.TI,非酒精饮料,14.0,HK,20150101,I
1813,877100.TI,酒精饮料,13.0,HK,20150101,I
1814,877101.TI,烟草,1.0,HK,20150101,I
1815,877102.TI,食品添加剂,11.0,HK,20150101,I
1816,877103.TI,禽畜肉类,7.0,HK,20150101,I
1817,877104.TI,农产品,13.0,HK,20150101,I
1818,877105.TI,禽畜饲料,3.0,HK,20150101,I
1819,877106.TI,超市及便利店,8.0,HK,20150101,I
1820,877107.TI,个人护理,13.0,HK,20150101,I
1821,877108.TI,药品,66.0,HK,20150101,I
1822,877109.TI,生物技术,47.0,HK,20150101,I
1823,877110.TI,中医药,8.0,HK,20150101,I
1824,877111.TI,医疗保健设备,32.0,HK,20150101,I
1825,877112.TI,医疗及医学美容服务,42.0,HK,20150101,I
1826,877113.TI,卫星及无线通讯,4.0,HK,20150101,I
1827,877114.TI,电讯服务,11.0,HK,20150101,I
1828,877115.TI,电力,14.0,HK,20150101,I
1829,877116.TI,燃气供应,22.0,HK,20150101,I
1830,877117.TI,水务,18.0,HK,20150101,I
1831,877118.TI,非传统/可再生能源,24.0,HK,20150101,I
1832,877119.TI,银行,40.0,HK,20150101,I
1833,877120.TI,保险,17.0,HK,20150101,I
1834,877121.TI,证券及经纪,52.0,HK,20150101,I
1835,877122.TI,投资及资产管理,50.0,HK,20150101,I
1836,877123.TI,信贷,52.0,HK,20150101,I
1837,877124.TI,其他金融,20.0,HK,20150101,I
1838,877125.TI,地产代理,7.0,HK,20150101,I
1839,877126.TI,地产发展商,158.0,HK,20150101,I
1840,877127.TI,地产投资,74.0,HK,20150101,I
1841,877128.TI,房地产投资信托,,HK,20150101,I
1842,877129.TI,物业服务及管理,55.0,HK,20150101,I
1843,877130.TI,建筑材料,29.0,HK,20150101,I
1844,877131.TI,楼宇建造,137.0,HK,20150101,I
1845,877132.TI,重型基建,51.0,HK,20150101,I
1846,877133.TI,电讯设备,42.0,HK,20150101,I
1847,877134.TI,电脑及周边器材,23.0,HK,20150101,I
1848,877135.TI,系统开发及资讯科技顾问,64.0,HK,20150101,I
1849,877136.TI,电子商贸及互联网服务,39.0,HK,20150101,I
1850,877137.TI,软件开发,49.0,HK,20150101,I
1851,877138.TI,半导体,16.0,HK,20150101,I
1852,877139.TI,综合企业,22.0,HK,20150101,I
1853,881101.TI,种植业与林业,21.0,A,20070801,I
1854,881102.TI,养殖业,27.0,A,20070801,I
1855,881103.TI,农产品加工,33.0,A,20070801,I
1856,881104.TI,农业服务,16.0,A,20070801,I
1857,881105.TI,煤炭开采加工,34.0,A,20070801,I
1858,881107.TI,油气开采及服务,20.0,A,20070801,I
1859,881108.TI,化学原料,55.0,A,20070801,I
1860,881109.TI,化学制品,189.0,A,20070801,I
1861,881110.TI,化工合成材料,103.0,A,20070801,I
1862,881112.TI,钢铁,44.0,A,20070801,I
1863,881114.TI,金属新材料,23.0,A,20070801,I
1864,881115.TI,建筑材料,78.0,A,20070801,I
1865,881116.TI,建筑装饰,145.0,A,20070801,I
1866,881117.TI,通用设备,141.0,A,20070801,I
1867,881118.TI,专用设备,183.0,A,20070801,I
1868,881119.TI,仪器仪表,40.0,A,20070801,I
1869,881120.TI,电力设备,288.0,A,20070801,I
1870,881121.TI,半导体及元件,136.0,A,20070801,I
1871,881122.TI,光学光电子,96.0,A,20070801,I
1872,881123.TI,其他电子,33.0,A,20070801,I
1873,881124.TI,消费电子,86.0,A,20070801,I
1874,881125.TI,汽车整车,23.0,A,20070801,I
1875,881126.TI,汽车零部件,189.0,A,20070801,I
1876,881127.TI,非汽车交运,43.0,A,20070801,I
1877,881128.TI,汽车服务,15.0,A,20070801,I
1878,881129.TI,通信设备,79.0,A,20070801,I
1879,881130.TI,计算机设备,71.0,A,20070801,I
1880,881131.TI,白色家电,34.0,A,20070801,I
1881,881132.TI,黑色家电,11.0,A,20070801,I
1882,881133.TI,饮料制造,46.0,A,20070801,I
1883,881134.TI,食品加工制造,74.0,A,20070801,I
1884,881135.TI,纺织制造,34.0,A,20070801,I
1885,881136.TI,服装家纺,63.0,A,20070801,I
1886,881137.TI,造纸,22.0,A,20070801,I
1887,881138.TI,包装印刷,42.0,A,20070801,I
1888,881139.TI,家用轻工,92.0,A,20070801,I
1889,881140.TI,化学制药,136.0,A,20070801,I
1890,881141.TI,中药,73.0,A,20070801,I
1891,881142.TI,生物制品,45.0,A,20070801,I
1892,881143.TI,医药商业,29.0,A,20070801,I
1893,881144.TI,医疗器械,105.0,A,20070801,I
1894,881145.TI,电力,93.0,A,20070801,I
1895,881146.TI,燃气,28.0,A,20070801,I
1896,881148.TI,港口航运,31.0,A,20070801,I
1897,881149.TI,公路铁路运输,35.0,A,20070801,I
1898,881151.TI,机场航运,12.0,A,20070801,I
1899,881152.TI,物流,45.0,A,20070801,I
1900,881153.TI,房地产开发,111.0,A,20070801,I
1901,881155.TI,银行,42.0,A,20070801,I
1902,881156.TI,保险及其他,41.0,A,20070801,I
1903,881157.TI,证券,48.0,A,20070801,I
1904,881158.TI,零售,77.0,A,20070801,I
1905,881159.TI,贸易,19.0,A,20070801,I
1906,881160.TI,景点及旅游,22.0,A,20070801,I
1907,881161.TI,酒店及餐饮,11.0,A,20070801,I
1908,881162.TI,通信服务,33.0,A,20070801,I
1909,881163.TI,计算机应用,227.0,A,20070801,I
1910,881164.TI,传媒,139.0,A,20070801,I
1911,881165.TI,综合,32.0,A,20070801,I
1912,881166.TI,国防军工,118.0,A,20150105,I
1913,881167.TI,非金属材料,8.0,A,20210730,I
1914,881168.TI,工业金属,61.0,A,20210730,I
1915,881169.TI,贵金属,10.0,A,20210730,I
1916,881170.TI,小金属,35.0,A,20210730,I
1917,881171.TI,自动化设备,69.0,A,20210730,I
1918,881172.TI,电子化学品,24.0,A,20210730,I
1919,881173.TI,小家电,21.0,A,20210730,I
1920,881174.TI,厨卫电器,9.0,A,20210730,I
1921,881175.TI,医疗服务,44.0,A,20210730,I
1922,881176.TI,房地产服务,8.0,A,20210730,I
1923,881177.TI,互联网电商,15.0,A,20210730,I
1924,881178.TI,教育,21.0,A,20210730,I
1925,881179.TI,其他社会服务,26.0,A,20210730,I
1926,881180.TI,石油加工贸易,24.0,A,20210730,I
1927,881181.TI,环保,124.0,A,20210730,I
1928,881182.TI,美容护理,29.0,A,20210730,I
1929,884001.TI,种子生产,8.0,A,20181030,I
1930,884002.TI,粮食种植,2.0,A,20181030,I
1931,884003.TI,其他种植业,8.0,A,20181030,I
1932,884004.TI,林业,3.0,A,20181030,I
1933,884005.TI,海洋捕捞,2.0,A,20181030,I
1934,884006.TI,水产养殖,6.0,A,20181030,I
1935,884007.TI,畜禽养殖,19.0,A,20181030,I
1936,884008.TI,饲料,14.0,A,20181030,I
1937,884009.TI,果蔬加工,3.0,A,20181030,I
1938,884010.TI,粮油加工,6.0,A,20181030,I
1939,884011.TI,其他农产品加工,10.0,A,20181030,I
1940,884012.TI,农业综合,3.0,A,20181030,I
1941,884013.TI,动物保健,13.0,A,20181030,I
1942,884014.TI,煤炭开采,26.0,A,20181030,I
1943,884015.TI,焦炭加工,8.0,A,20181030,I
1944,884016.TI,油气开采,6.0,A,20181030,I
1945,884018.TI,油服工程,14.0,A,20181030,I
1946,884020.TI,石油加工,19.0,A,20181030,I
1947,884021.TI,油品石化贸易,5.0,A,20181030,I
1948,884022.TI,纯碱,5.0,A,20181030,I
1949,884023.TI,氯碱,17.0,A,20181030,I
1950,884024.TI,无机盐,9.0,A,20181030,I
1951,884025.TI,其他化学原料,19.0,A,20181030,I
1952,884026.TI,氮肥,3.0,A,20181030,I
1953,884027.TI,磷肥及磷化工,8.0,A,20181030,I
1954,884028.TI,农药,29.0,A,20181030,I
1955,884030.TI,涂料油墨,13.0,A,20181030,I
1956,884031.TI,钾肥,5.0,A,20181030,I
1957,884032.TI,民爆用品,13.0,A,20181030,I
1958,884033.TI,纺织化学用品,12.0,A,20181030,I
1959,884034.TI,其他化学制品,55.0,A,20181030,I
1960,884035.TI,复合肥,9.0,A,20181030,I
1961,884036.TI,氟化工,9.0,A,20181030,I
1962,884039.TI,聚氨酯,8.0,A,20181030,I
1963,884041.TI,涤纶,12.0,A,20181030,I
1964,884043.TI,粘胶,2.0,A,20181030,I
1965,884044.TI,其他纤维,7.0,A,20181030,I
1966,884045.TI,氨纶,3.0,A,20181030,I
1967,884046.TI,其他塑料制品,25.0,A,20181030,I
1968,884048.TI,改性塑料,16.0,A,20181030,I
1969,884050.TI,其他橡胶制品,10.0,A,20181030,I
1970,884051.TI,炭黑,5.0,A,20181030,I
1971,884052.TI,普钢,24.0,A,20181030,I
1972,884053.TI,铝,30.0,A,20181030,I
1973,884054.TI,铜,17.0,A,20181030,I
1974,884055.TI,铅锌,14.0,A,20181030,I
1975,884056.TI,其他金属新材料,12.0,A,20181030,I
1976,884057.TI,磁性材料,11.0,A,20181030,I
1977,884058.TI,非金属材料Ⅲ,8.0,A,20181030,I
1978,884059.TI,玻璃玻纤,15.0,A,20181030,I
1979,884060.TI,水泥,27.0,A,20181030,I
1980,884062.TI,其他建材,25.0,A,20181030,I
1981,884063.TI,耐火材料,4.0,A,20181030,I
1982,884064.TI,管材,7.0,A,20181030,I
1983,884065.TI,装饰园林,45.0,A,20181030,I
1984,884066.TI,房屋建设,8.0,A,20181030,I
1985,884067.TI,基础建设,27.0,A,20181030,I
1986,884068.TI,专业工程,27.0,A,20181030,I
1987,884069.TI,机床工具,19.0,A,20181030,I
1988,884071.TI,磨具磨料,14.0,A,20181030,I
1989,884073.TI,制冷空调设备,12.0,A,20181030,I
1990,884074.TI,其他通用设备,35.0,A,20181030,I
1991,884075.TI,金属制品,61.0,A,20181030,I
1992,884076.TI,纺织服装设备,12.0,A,20181030,I
1993,884077.TI,工程机械,26.0,A,20181030,I
1994,884078.TI,农用机械,3.0,A,20181030,I
1995,884080.TI,能源及重型设备,45.0,A,20181030,I
1996,884081.TI,印刷包装机械,8.0,A,20181030,I
1997,884082.TI,其他专用设备,76.0,A,20181030,I
1998,884083.TI,楼宇设备,13.0,A,20181030,I
1999,884084.TI,环保设备,23.0,A,20181030,I
2000,884085.TI,电机,19.0,A,20181030,I
2001,884086.TI,电气自控设备,38.0,A,20181030,I
2002,884088.TI,输变电设备,43.0,A,20181030,I
2003,884089.TI,线缆部件及其他,32.0,A,20181030,I
2004,884090.TI,分立器件,12.0,A,20181030,I
2005,884091.TI,半导体材料,11.0,A,20181030,I
2006,884092.TI,印制电路板,35.0,A,20181030,I
2007,884093.TI,被动元件,12.0,A,20181030,I
2008,884094.TI,面板,39.0,A,20181030,I
2009,884095.TI,LED,41.0,A,20181030,I
2010,884096.TI,光学元件,16.0,A,20181030,I
2011,884098.TI,消费电子零部件及组装,78.0,A,20181030,I
2012,884099.TI,乘用车,9.0,A,20181030,I
2013,884100.TI,商用载货车,8.0,A,20181030,I
2014,884101.TI,商用载客车,6.0,A,20181030,I
2015,884105.TI,轨交设备,28.0,A,20181030,I
2016,884106.TI,其他交运设备,15.0,A,20181030,I
2017,884107.TI,汽车服务Ⅲ,15.0,A,20181030,I
2018,884112.TI,冰洗,5.0,A,20181030,I
2019,884113.TI,空调,4.0,A,20181030,I
2020,884115.TI,小家电Ⅲ,21.0,A,20181030,I
2021,884116.TI,其他白色家电,25.0,A,20181030,I
2022,884117.TI,彩电,4.0,A,20181030,I
2023,884118.TI,其他黑色家电,7.0,A,20181030,I
2024,884119.TI,其他酒类,9.0,A,20181030,I
2025,884120.TI,软饮料,11.0,A,20181030,I
2026,884123.TI,肉制品,8.0,A,20181030,I
2027,884124.TI,调味发酵品,14.0,A,20181030,I
2028,884125.TI,乳品,18.0,A,20181030,I
2029,884126.TI,其他食品,14.0,A,20181030,I
2030,884128.TI,棉纺,8.0,A,20181030,I
2031,884130.TI,印染,4.0,A,20181030,I
2032,884131.TI,辅料,3.0,A,20181030,I
2033,884132.TI,其他纺织,19.0,A,20181030,I
2034,884136.TI,鞋帽及其他,17.0,A,20181030,I
2035,884137.TI,家纺,6.0,A,20181030,I
2036,884139.TI,家具,28.0,A,20181030,I
2037,884140.TI,其他家用轻工,26.0,A,20181030,I
2038,884141.TI,饰品,15.0,A,20181030,I
2039,884142.TI,文娱用品,13.0,A,20181030,I
2040,884143.TI,原料药,36.0,A,20181030,I
2041,884144.TI,化学制剂,100.0,A,20181030,I
2042,884145.TI,医疗设备,30.0,A,20181030,I
2043,884146.TI,火电,27.0,A,20181030,I
2044,884147.TI,水电,11.0,A,20181030,I
2045,884149.TI,热力,17.0,A,20181030,I
2046,884150.TI,新能源发电,24.0,A,20181030,I
2047,884152.TI,燃气Ⅲ,28.0,A,20181030,I
2048,884153.TI,港口,18.0,A,20181030,I
2049,884154.TI,高速公路,20.0,A,20181030,I
2050,884155.TI,铁路运输,7.0,A,20181030,I
2051,884156.TI,机场,4.0,A,20181030,I
2052,884157.TI,航空运输,8.0,A,20181030,I
2053,884158.TI,多元金融,34.0,A,20181030,I
2054,884159.TI,保险,7.0,A,20181030,I
2055,884160.TI,百货零售,48.0,A,20181030,I
2056,884161.TI,专业连锁,10.0,A,20181030,I
2057,884162.TI,商业物业经营,18.0,A,20181030,I
2058,884163.TI,人工景点,5.0,A,20181030,I
2059,884164.TI,自然景点,11.0,A,20181030,I
2060,884165.TI,旅游综合,6.0,A,20181030,I
2061,884167.TI,酒店,7.0,A,20181030,I
2062,884168.TI,餐饮,4.0,A,20181030,I
2063,884172.TI,有线电视网络,13.0,A,20181030,I
2064,884173.TI,通信服务Ⅲ,33.0,A,20181030,I
2065,884174.TI,软件开发,113.0,A,20181030,I
2066,884176.TI,出版,27.0,A,20181030,I
2067,884177.TI,影视院线,22.0,A,20181030,I
2068,884178.TI,广告营销,30.0,A,20181030,I
2069,884179.TI,其他传媒,,A,20181030,I
2070,884180.TI,航天装备,8.0,A,20181030,I
2071,884181.TI,航空装备,44.0,A,20181030,I
2072,884182.TI,地面兵装,10.0,A,20181030,I
2073,884183.TI,航海装备,12.0,A,20181030,I
2074,884184.TI,特钢,13.0,A,20181030,I
2075,884185.TI,贵金属Ⅲ,10.0,A,20181030,I
2076,884186.TI,其他小金属,23.0,A,20181030,I
2077,884188.TI,白酒,19.0,A,20181030,I
2078,884189.TI,啤酒,7.0,A,20181030,I
2079,884191.TI,航运,13.0,A,20181030,I
2080,884192.TI,仪器仪表Ⅲ,40.0,A,20181030,I
2081,884193.TI,其他电子Ⅲ,33.0,A,20181030,I
2082,884194.TI,汽车零部件Ⅲ,189.0,A,20181030,I
2083,884195.TI,造纸Ⅲ,22.0,A,20181030,I
2084,884197.TI,中药Ⅲ,73.0,A,20181030,I
2085,884199.TI,医药商业Ⅲ,29.0,A,20181030,I
2086,884200.TI,公交,8.0,A,20181030,I
2087,884201.TI,物流Ⅲ,45.0,A,20181030,I
2088,884202.TI,住宅开发,91.0,A,20181030,I
2089,884203.TI,产业地产,11.0,A,20181030,I
2090,884205.TI,证券Ⅲ,48.0,A,20181030,I
2091,884206.TI,贸易Ⅲ,19.0,A,20181030,I
2092,884207.TI,计算机设备Ⅲ,71.0,A,20181030,I
2093,884208.TI,综合Ⅲ,32.0,A,20181030,I
2094,884209.TI,钛白粉,5.0,A,20210730,I
2095,884210.TI,食品及饲料添加剂,15.0,A,20210730,I
2096,884211.TI,有机硅,10.0,A,20210730,I
2097,884212.TI,合成树脂,8.0,A,20210730,I
2098,884213.TI,膜材料,15.0,A,20210730,I
2099,884214.TI,冶钢原料,7.0,A,20210730,I
2100,884215.TI,稀土,4.0,A,20210730,I
2101,884216.TI,能源金属,8.0,A,20210730,I
2102,884217.TI,工程咨询服务,38.0,A,20210730,I
2103,884218.TI,机器人,18.0,A,20210730,I
2104,884219.TI,工控设备,23.0,A,20210730,I
2105,884220.TI,激光设备,10.0,A,20210730,I
2106,884221.TI,其他自动化设备,18.0,A,20210730,I
2107,884222.TI,光伏设备,49.0,A,20210730,I
2108,884223.TI,风电设备,22.0,A,20210730,I
2109,884224.TI,电池,60.0,A,20210730,I
2110,884225.TI,其他电源设备,25.0,A,20210730,I
2111,884226.TI,集成电路设计,46.0,A,20210730,I
2112,884227.TI,集成电路制造,3.0,A,20210730,I
2113,884228.TI,集成电路封测,8.0,A,20210730,I
2114,884229.TI,半导体设备,9.0,A,20210730,I
2115,884230.TI,品牌消费电子,8.0,A,20210730,I
2116,884231.TI,电子化学品Ⅲ,24.0,A,20210730,I
2117,884232.TI,厨卫电器Ⅲ,9.0,A,20210730,I
2118,884233.TI,休闲食品,20.0,A,20210730,I
2119,884234.TI,服装,40.0,A,20210730,I
2120,884235.TI,印刷,5.0,A,20210730,I
2121,884236.TI,包装,37.0,A,20210730,I
2122,884237.TI,瓷砖地板,10.0,A,20210730,I
2123,884238.TI,血液制品,6.0,A,20210730,I
2124,884239.TI,疫苗,10.0,A,20210730,I
2125,884240.TI,其他生物制品,29.0,A,20210730,I
2126,884242.TI,医疗耗材,37.0,A,20210730,I
2127,884243.TI,体外诊断,38.0,A,20210730,I
2128,884244.TI,医疗研发外包,22.0,A,20210730,I
2129,884245.TI,其他医疗服务,22.0,A,20210730,I
2130,884246.TI,电能综合服务,14.0,A,20210730,I
2131,884247.TI,商业地产,9.0,A,20210730,I
2132,884248.TI,房地产服务Ⅲ,8.0,A,20210730,I
2133,884249.TI,国有大型银行,6.0,A,20210730,I
2134,884250.TI,股份制银行,9.0,A,20210730,I
2135,884251.TI,城商行,17.0,A,20210730,I
2136,884252.TI,农商行,10.0,A,20210730,I
2137,884253.TI,其他银行,,A,20210730,I
2138,884254.TI,旅游零售,1.0,A,20210730,I
2139,884255.TI,互联网电商Ⅲ,15.0,A,20210730,I
2140,884256.TI,教育Ⅲ,21.0,A,20210730,I
2141,884257.TI,专业服务,23.0,A,20210730,I
2142,884258.TI,体育,3.0,A,20210730,I
2143,884259.TI,其他社会服务Ⅲ,,A,20210730,I
2144,884260.TI,游戏,34.0,A,20210730,I
2145,884261.TI,数字媒体,13.0,A,20210730,I
2146,884262.TI,通信网络设备及器件,31.0,A,20210730,I
2147,884263.TI,通信线缆及配套,11.0,A,20210730,I
2148,884264.TI,通信终端及配件,26.0,A,20210730,I
2149,884265.TI,其他通信设备,11.0,A,20210730,I
2150,884266.TI,军工电子,44.0,A,20210730,I
2151,884267.TI,大气治理,8.0,A,20210730,I
2152,884268.TI,水务及水治理,42.0,A,20210730,I
2153,884269.TI,固废治理,27.0,A,20210730,I
2154,884270.TI,综合环境治理,24.0,A,20210730,I
2155,884271.TI,个护用品,13.0,A,20210730,I
2156,884272.TI,化妆品,13.0,A,20210730,I
2157,884273.TI,医疗美容,3.0,A,20210730,I
2158,884274.TI,IT服务,114.0,A,20210730,I
